,type,tags,merchant_abn,count(1)
2384,c,"equipment, tool, furniture, appliance rental, leasing",99478391356,531
2385,a,"tent, awning",63523606379,290
2386,b,"tent, awning",47436492987,71
2387,a,"tent, awning",40361137142,13
2388,b,"health, beauty spas",24147681440,66
2389,a,"computers, computer peripheral equipment, software",87122475882,112
2390,a,"florists supplies, nursery stock, flowers",82218291560,138
2391,c,"artist supply, craft",13061606045,43
2392,a,"books, periodicals, newspapers",63796115293,41
2393,d,"jewelry, watch, clock, silverware",16377211887,8
2394,b,"computers, computer peripheral equipment, software",49368160590,47
2395,a,"digital goods, books, movies, music",11121775571,16341
2396,e,"books, periodicals, newspapers",41944909975,28775
2397,d,"computers, computer peripheral equipment, software",52323926070,2066
2398,a,shoe,79269463423,5470
2399,c,"health, beauty spas",67915848101,1799
2400,a,"motor vehicle supplies, new parts",25884436429,3741
2401,c,"gift, card, novelty, souvenir",99100250331,667
2402,c,"antique, repairs, restoration",20606594082,1972
2403,c,"antique, repairs, restoration",11024352823,387
2404,c,"digital goods, books, movies, music",78774961599,512
2405,b,"health, beauty spas",37829861545,355
2406,a,"tent, awning",92007575783,114
2407,b,"artist supply, craft",36002228596,88
2408,a,"computer programming, data processing, integrated systems design",37802138328,67
2409,b,shoe,29839336901,62
2410,a,"artist supply, craft",98395101740,31
2411,b,"tent, awning",97443126375,135
2412,b,"tent, awning",16218917521,1138
2413,c,"digital goods, books, movies, music",29633331621,5233
2414,a,"cable, satellite, other pay television, radio",92428831060,2471
2415,c,"gift, card, novelty, souvenir",40575200651,1071
2416,a,"music, musical instruments, pianos, sheet music",71759376949,6289
2417,c,"motor vehicle supplies, new parts",37097551567,485
2418,a,"computer programming, data processing, integrated systems design",87771712045,3229
2419,c,"opticians, optical goods, eyeglasses",58812213085,119
2420,a,telecom,97860823526,617
2421,b,"florists supplies, nursery stock, flowers",41485392864,426
2422,b,"lawn, garden supply outlets, including nurseries",98649976089,90
2423,a,"health, beauty spas",38086864545,481
2424,b,shoe,30864611742,251
2425,b,"stationery, office supplies, printing, writing paper",41481009028,457
2426,b,"art dealers, galleries",22248828825,96
2427,c,"music, musical instruments, pianos, sheet music",56738437245,36
2428,c,"art dealers, galleries",74337286955,12
2429,c,"music, musical instruments, pianos, sheet music",13803154777,26
2430,a,"art dealers, galleries",80067991455,24
2431,a,"gift, card, novelty, souvenir",94493496784,82896
2432,b,"opticians, optical goods, eyeglasses",11017796471,6443
2433,c,"opticians, optical goods, eyeglasses",15549624934,1749
2434,b,"gift, card, novelty, souvenir",55325186693,1954
2435,a,"furniture, home furnishings, equipment, manufacturers",47874674591,3065
2436,b,"florists supplies, nursery stock, flowers",20544804614,381
2437,a,"artist supply, craft",47100336491,149
2438,a,"health, beauty spas",38325909884,103
2439,a,shoe,98508290651,108
2440,d,"stationery, office supplies, printing, writing paper",75522897148,46
2441,c,shoe,87285933135,316
2442,c,"bicycle,",19585107705,981
2443,a,"hobby, toy, game",37750618930,118
2444,b,"florists supplies, nursery stock, flowers",69418468754,120
2445,c,"tent, awning",14492521225,25591
2446,c,"opticians, optical goods, eyeglasses",27574779991,3916
2447,a,"digital goods, books, movies, music",50075408315,9286
2448,b,shoe,51890035872,298
2449,a,"computer programming, data processing, integrated systems design",40305723628,585
2450,a,"artist supply, craft",96505481738,479
2451,c,"music, musical instruments, pianos, sheet music",34904300711,1564
2452,b,"digital goods, books, movies, music",17663034743,1027
2453,a,"watch, clock, jewelry repair",82428360644,693
2454,b,"computers, computer peripheral equipment, software",46083747689,783
2455,c,"opticians, optical goods, eyeglasses",23222608112,41
2456,a,shoe,60975088321,51
2457,a,"music, musical instruments, pianos, sheet music",28562620525,69
2458,c,"art dealers, galleries",76183421494,49
2459,c,"computers, computer peripheral equipment, software",68216911708,151084
2460,b,"furniture, home furnishings, equipment, manufacturers",28690231799,4940
2461,b,"hobby, toy, game",79139132553,704
2462,b,"watch, clock, jewelry repair",32082195327,1750
2463,b,"health, beauty spas",17684250719,633
2464,c,"gift, card, novelty, souvenir",33437657911,4687
2465,a,shoe,70893725439,2416
2466,b,"lawn, garden supply outlets, including nurseries",73668345880,44
2467,a,"tent, awning",14443753481,1712
2468,b,"furniture, home furnishings, equipment, manufacturers",39192981624,363
2469,b,"motor vehicle supplies, new parts",16334864366,61
2470,c,"jewelry, watch, clock, silverware",90918180829,477
2471,b,"bicycle,",13571059405,121
2472,c,"health, beauty spas",40711681376,128
2473,c,"computer programming, data processing, integrated systems design",44069268193,441
2474,a,"gift, card, novelty, souvenir",51080350356,298
2475,a,shoe,51026003250,94
2476,c,shoe,75475421683,116
2477,c,"health, beauty spas",75602537182,134
2478,c,"motor vehicle supplies, new parts",28537603098,10
2479,c,"music, musical instruments, pianos, sheet music",41081871148,53
2480,d,"tent, awning",96644709080,22
2481,c,"hobby, toy, game",57782107253,28
2482,a,"tent, awning",57900494384,55926
2483,a,"gift, card, novelty, souvenir",63728747020,5793
2484,b,"artist supply, craft",69425596520,3532
2485,b,"bicycle,",32812230887,978
2486,c,"digital goods, books, movies, music",76351454594,1332
2487,b,"gift, card, novelty, souvenir",42105964394,215
2488,c,"opticians, optical goods, eyeglasses",86145109204,166
2489,b,"equipment, tool, furniture, appliance rental, leasing",71363265090,33
2490,c,"lawn, garden supply outlets, including nurseries",93429143824,332
2491,a,shoe,41237771126,438
2492,c,"tent, awning",51423645458,127
2493,b,"artist supply, craft",33854504524,43
2494,a,"bicycle,",72826002518,115
2495,a,"lawn, garden supply outlets, including nurseries",45636462354,71
2496,c,"stationery, office supplies, printing, writing paper",98057649908,156
2497,c,"computer programming, data processing, integrated systems design",43861698351,88
2498,b,"art dealers, galleries",46429297007,12
2499,a,"books, periodicals, newspapers",66698569367,22
2500,c,"equipment, tool, furniture, appliance rental, leasing",82882460979,6
2501,c,"art dealers, galleries",76818455401,23
2502,b,"computers, computer peripheral equipment, software",77338620996,10246
2503,b,"florists supplies, nursery stock, flowers",34516414355,512
2504,d,"motor vehicle supplies, new parts",16771252290,115
2505,b,"cable, satellite, other pay television, radio",83620670827,10520
2506,a,"florists supplies, nursery stock, flowers",36800720158,1092
2507,c,"watch, clock, jewelry repair",96420684134,3959
2508,b,"tent, awning",38603393734,1587
2509,e,"computers, computer peripheral equipment, software",64581529554,1076
2510,a,"bicycle,",92368600426,958
2511,c,shoe,90188095187,590
2512,b,telecom,50589958690,1772
2513,b,"equipment, tool, furniture, appliance rental, leasing",46654841462,895
2514,a,"health, beauty spas",85726387922,247
2515,c,"stationery, office supplies, printing, writing paper",45162888565,98
2516,b,"music, musical instruments, pianos, sheet music",11788487195,168
2517,d,"books, periodicals, newspapers",69994151040,110
2518,a,"florists supplies, nursery stock, flowers",33885350311,151
2519,b,"computers, computer peripheral equipment, software",13447019122,214
2520,e,"stationery, office supplies, printing, writing paper",28755901991,220
2521,c,"digital goods, books, movies, music",32610248934,238
2522,b,"equipment, tool, furniture, appliance rental, leasing",95613237079,22
2523,d,"jewelry, watch, clock, silverware",69893361647,20
2524,a,"health, beauty spas",19848020292,60
2525,a,telecom,76117653301,11
2526,a,"digital goods, books, movies, music",96161808980,11228
2527,b,"digital goods, books, movies, music",29156207537,4937
2528,b,"gift, card, novelty, souvenir",15253672771,5040
2529,a,"artist supply, craft",25819356184,1962
2530,a,"books, periodicals, newspapers",62100554322,592
2531,b,"computer programming, data processing, integrated systems design",17965654828,121
2532,c,"cable, satellite, other pay television, radio",99861963809,251
2533,c,"artist supply, craft",44461622420,1318
2534,b,shoe,31867263249,499
2535,b,telecom,36461610866,160
2536,b,"digital goods, books, movies, music",95274025676,3156
2537,c,"florists supplies, nursery stock, flowers",29074473351,407
2538,b,"bicycle,",96884218881,162
2539,a,"florists supplies, nursery stock, flowers",46630037650,377
2540,a,"music, musical instruments, pianos, sheet music",20349182689,589
2541,d,"stationery, office supplies, printing, writing paper",84056759251,84
2542,c,"furniture, home furnishings, equipment, manufacturers",94662990903,139
2543,b,"antique, repairs, restoration",37935728745,13
2544,a,"art dealers, galleries",37106509177,364
2545,e,"artist supply, craft",72780061668,36
2546,a,"antique, repairs, restoration",41001282470,15
2547,b,"antique, repairs, restoration",53918538787,8
2548,b,"bicycle,",33969442512,51
2549,c,"equipment, tool, furniture, appliance rental, leasing",41378282924,26
2550,b,"equipment, tool, furniture, appliance rental, leasing",21804816746,47
2551,b,"jewelry, watch, clock, silverware",51087215585,4
2552,c,"music, musical instruments, pianos, sheet music",95149235949,28
2553,a,"music, musical instruments, pianos, sheet music",97296257023,38
2554,b,"florists supplies, nursery stock, flowers",79283124876,1626
2555,a,"digital goods, books, movies, music",15061716544,15078
2556,a,"watch, clock, jewelry repair",60150317439,2918
2557,b,"digital goods, books, movies, music",31585975447,16245
2558,c,"cable, satellite, other pay television, radio",92779316513,8002
2559,c,"computers, computer peripheral equipment, software",93561083066,1289
2560,a,"watch, clock, jewelry repair",11093673306,1257
2561,c,"equipment, tool, furniture, appliance rental, leasing",50185854379,368
2562,a,"music, musical instruments, pianos, sheet music",97661757443,697
2563,b,"motor vehicle supplies, new parts",59335427001,1193
2564,b,"furniture, home furnishings, equipment, manufacturers",31202988152,185
2565,a,"artist supply, craft",73225085327,310
2566,a,"hobby, toy, game",85085859341,104
2567,c,"watch, clock, jewelry repair",28855451293,410
2568,c,"furniture, home furnishings, equipment, manufacturers",52684532353,316
2569,a,"tent, awning",29317230624,384
2570,c,"watch, clock, jewelry repair",35344855546,1272
2571,c,"opticians, optical goods, eyeglasses",74990074874,74
2572,a,"antique, repairs, restoration",29234580033,7
2573,a,"hobby, toy, game",63286055458,337
2574,b,"hobby, toy, game",57554365043,6740
2575,a,"digital goods, books, movies, music",52342208808,12692
2576,b,"cable, satellite, other pay television, radio",65204103269,4563
2577,a,shoe,80701973278,2376
2578,a,"stationery, office supplies, printing, writing paper",99467302626,2515
2579,a,"hobby, toy, game",56779111060,364
2580,a,"cable, satellite, other pay television, radio",54509096655,413
2581,a,"stationery, office supplies, printing, writing paper",66066213362,532
2582,c,"jewelry, watch, clock, silverware",28449116125,156
2583,a,"cable, satellite, other pay television, radio",41563576600,288
2584,a,"watch, clock, jewelry repair",48431515375,224
2585,b,telecom,78403451584,43
2586,b,"stationery, office supplies, printing, writing paper",95799102190,90
2587,b,"tent, awning",91404276865,334
2588,b,"watch, clock, jewelry repair",56259793520,178
2589,b,"hobby, toy, game",25794433887,53
2590,d,"artist supply, craft",71376104230,46
2591,c,"equipment, tool, furniture, appliance rental, leasing",74061266589,50
2592,e,"books, periodicals, newspapers",55622580330,24
2593,b,"art dealers, galleries",70580157002,50
2594,c,"art dealers, galleries",47103021057,14
2595,b,"digital goods, books, movies, music",37687523474,21037
2596,b,"furniture, home furnishings, equipment, manufacturers",38090089066,43296
2597,b,"gift, card, novelty, souvenir",55430629945,5074
2598,c,"antique, repairs, restoration",90651237279,1234
2599,c,"computer programming, data processing, integrated systems design",34591758600,127
2600,a,"lawn, garden supply outlets, including nurseries",44659323510,533
2601,b,"books, periodicals, newspapers",21474173492,134
2602,c,"hobby, toy, game",69983246412,335
2603,e,"tent, awning",78080443264,931
2604,d,"digital goods, books, movies, music",15093767253,267
2605,b,"stationery, office supplies, printing, writing paper",38194917037,329
2606,a,"furniture, home furnishings, equipment, manufacturers",91744809343,89
2607,c,"cable, satellite, other pay television, radio",21024150335,340
2608,a,telecom,91218779711,19
2609,c,"lawn, garden supply outlets, including nurseries",38737299876,109
2610,b,"lawn, garden supply outlets, including nurseries",96885194635,51
2611,a,"music, musical instruments, pianos, sheet music",54400686779,46
